;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70;Router 71;Router 72;Router 73;Router 74;Router 75;Router 76;Router 77;Router 78;Router 79;Router 80;Router 81;Router 82;Router 83;Router 84;Router 85;Router 86;Router 87;Router 88;Router 89;Router 90;Router 91;Router 92;Router 93;Router 94;Router 95;Router 96;Router 97;Router 98;Router 99;Router 100;Router 101;Router 102;Router 103;Router 104;Router 105;Router 106;Router 107;Router 108;Router 109;Router 110;Router 111;Router 112;Router 113;Router 114;Router 115
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,455;0,444;-0,907;-0,851;-4,075;-2,822;0,571;8,463;13,427;-1,900;2,125;-1,186;24,364;0,000;1,002;-7,518;9,585;-0,592;1,438;-0,019;-0,723;5,578;-0,062;11,954;7,351;-6,841;6,971;-0,461;-3,248;-0,599;-0,373;5,803;0,992;-3,848;-2,706;-0,467;-0,435;4,664;9,175;-0,076;5,075;-2,110;-1,135;-0,564;4,602;2,488;-2,200;-0,062;-2,781;0,564;4,774;-1,028;2,951;-0,124;16,776;-0,062;-0,012;7,053;-0,112;-0,336;-0,043;-0,037;2,967;0,000;0,094;15,666;1,382;3,730;9,506;2,156;3,520;-2,478;1,042;-11,015;-0,266;-3,109;-2,872;5,826;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,611;-0,655;-0,331;0,936;-0,844;-1,653;7,449;-10,777;2,352;-1,172;-0,856;-13,119;0,000;-14,118;0,263;-1,848;3,030;-0,912;-0,013;-6,954;-2,087;-0,045;15,711;-1,349;-1,188;-2,367;-0,333;-9,615;-0,432;0,141;-0,731;0,543;4,301;-2,422;-0,337;0,851;2,634;2,334;-2,514;0,075;-3,740;13,298;-0,866;-2,701;0,886;3,148;1,284;-3,249;-0,796;-0,487;-0,741;7,654;-0,090;2,489;-0,045;-0,009;-3,296;-0,081;-0,242;-0,031;-0,027;-1,865;0,000;-2,175;49,357;-0,464;1,317;2,058;1,493;0,071;0,155;3,722;-14,582;-1,127;0,002;-3,174;0,075;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,226;-1,690;-1,844;6,493;4,162;-5,476;-1,893;-6,970;2,238;0,967;3,081;0,000;-12,791;-9,871;1,915;-3,838;-1,393;-0,017;-3,473;1,991;-0,056;17,837;1,389;4,089;20,885;-0,415;-11,944;0,472;-0,872;-1,167;1,198;3,667;-1,175;-0,421;-1,027;-4,305;-5,623;4,562;2,736;-1,315;5,197;0,728;0,800;0,602;-1,446;0,809;-1,123;0,814;0,961;-0,925;5,220;-0,112;-0,990;-0,056;-0,011;-0,266;-0,101;-0,303;-0,039;-0,034;0,331;0,000;-2,715;2,345;0,433;0,882;-0,553;3,732;59,766;1,269;-1,019;-3,640;1,226;9,943;-0,394;0,860;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,437;7,031;-4,865;-9,809;3,579;-1,533;-1,286;-10,168;0,334;-3,182;0,000;16,521;-10,785;-4,722;9,631;1,301;-0,027;11,409;1,292;-0,089;32,518;-2,692;22,317;5,605;1,363;-8,030;2,182;-0,726;-3,511;1,111;7,630;3,637;1,354;0,700;-1,180;-4,640;-3,601;0,432;5,991;31,167;1,392;1,934;-1,279;2,063;3,763;-6,468;-0,540;3,234;-0,460;-4,868;-0,179;-8,384;-0,089;-0,018;52,756;-0,161;-0,484;-0,063;-0,054;-0,499;0,000;-0,184;-0,986;0,090;-0,430;-2,648;1,990;7,096;-2,829;-3,846;28,896;-5,380;5,813;10,774;3,228;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,666;-1,601;-12,674;-1,360;4,034;7,056;-6,527;-2,500;8,057;0,000;30,857;6,157;13,320;-3,311;-1,744;0,963;15,365;17,375;-0,185;96,404;2,732;0,273;37,935;0,674;28,119;-1,783;-5,093;1,084;-1,021;-7,120;-5,796;0,655;1,087;8,053;28,928;2,340;-2,424;4,575;76,572;7,848;1,531;9,717;0,347;-4,087;-4,849;2,907;11,546;-1,001;18,100;1,670;1,137;-0,185;-0,037;20,847;-0,333;0,022;-0,129;-0,111;11,486;0,000;7,804;9,542;-0,889;-2,083;-9,874;0,436;63,125;1,419;6,307;4,874;7,964;10,604;6,322;-0,795;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,162;-51,337;27,301;49,535;60,019;2,568;8,312;249,764;0,000;795,284;-9,097;2,871;-17,818;6,638;0,557;166,985;-11,690;0,228;235,069;0,404;61,018;551,484;0,713;31,194;-1,730;7,223;34,196;-9,777;45,244;-20,956;-1,964;18,082;18,463;124,983;33,713;70,458;26,792;56,357;13,914;-7,014;-5,037;4,065;5,301;-24,612;-5,223;3,211;7,723;660,780;2,902;261,814;0,228;2,000;610,927;2,123;-3,422;0,893;-0,108;23,104;0,000;-4,516;19,266;11,455;-1,245;75,561;-7,677;65,033;-3,682;13,040;724,197;54,588;129,581;167,542;7,771;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,863;-28,656;9,755;-0,799;-14,744;2,826;7,832;0,000;70,424;-25,121;3,928;-7,873;1,397;-0,210;18,799;11,897;0,369;28,533;2,830;9,392;57,795;2,310;3,532;-0,315;11,410;-2,380;0,402;12,605;4,960;-2,060;4,548;-2,400;0,957;3,822;25,249;-32,238;8,742;-3,374;-1,277;-5,055;10,585;-6,602;-7,539;0,998;1,865;2,431;21,154;0,738;90,887;-0,702;-0,140;470,516;-1,264;1,568;0,579;-0,421;12,039;0,000;-1,036;-3,194;-2,964;-5,813;-0,607;-4,243;38,575;-4,183;-10,393;424,359;-1,375;29,611;23,113;-1,772;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,833;-85,247;15,971;-33,256;-3,765;864,242;0,000;287,615;32,898;-18,022;38,422;2,331;-1,072;334,580;32,563;-0,858;231,241;2,899;-59,730;223,742;-2,012;17,579;9,191;39,444;-8,428;1,592;129,430;-8,558;1,720;-30,455;27,154;99,806;73,995;152,660;51,868;-1,757;22,686;15,229;34,636;176,590;16,243;59,532;28,147;-1,129;14,851;-26,205;-0,358;330,883;-0,858;0,643;727,828;4,432;16,044;-2,502;0,571;112,473;0,000;-0,311;189,327;23,055;3,351;174,570;210,086;481,067;24,835;173,137;971,973;7,654;120,252;331,129;-1,020;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,219;63,343;-7,402;9,072;491,428;0,000;432,813;1,256;-3,566;-15,356;-15,920;0,428;424,256;42,197;3,572;2,950;5,479;31,171;-160,235;-7,047;37,099;-8,210;-6,792;2,129;-3,118;-6,273;-13,153;-7,335;-11,035;175,349;84,126;89,815;17,147;58,279;1,473;4,180;-5,879;16,349;-14,800;-0,856;0,899;-12,520;62,193;0,694;36,148;-1,863;1363,573;-0,288;2,000;252,795;-0,003;-2,590;-0,716;2,143;26,194;0,000;11,979;34,813;-1,167;25,230;32,931;36,483;610,653;25,322;-2,966;501,299;-28,784;433,822;409,478;-5,535;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8,324;33,755;-0,698;331,490;0,000;3609,304;-15,344;-16,581;-15,259;1,803;0,384;341,152;12,567;0,843;7,996;-2,313;-28,615;179,263;-0,570;-28,977;4,451;-15,890;-7,328;-19,700;-44,056;1,950;-0,880;-14,626;24,110;26,023;23,409;56,872;2,958;2,534;-9,801;41,836;17,476;3,073;8,636;-4,699;2,994;8,771;-7,452;133,061;-3,552;683,124;2,152;-0,617;374,788;-2,935;-4,886;-2,159;-0,541;137,564;0,000;-9,703;37,791;3,598;-26,737;-20,937;14,227;1243,008;18,234;-28,265;908,632;-29,473;315,998;345,176;-6,632;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,020;-0,669;661,802;0,000;2589,969;15,428;23,501;1,015;2,843;-0,719;390,586;28,992;0,083;52,450;-12,902;9,009;47,019;2,112;-17,320;4,293;-19,362;2,251;-9,856;-40,291;-23,691;3,116;-21,275;-21,502;38,776;100,284;79,704;91,594;52,360;53,536;1,928;14,980;-32,748;22,022;-11,688;2,626;29,371;-12,152;77,795;-1,075;871,108;2,564;0,760;156,275;-1,836;8,159;-0,438;1,042;110,528;0,000;4,803;13,206;0,113;9,375;-20,650;12,243;645,306;49,391;-33,913;432,012;2,102;342,888;407,048;2,252;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,921;1490,654;0,000;228,498;-1,909;12,812;14,212;1,643;-0,371;338,513;-1,204;-0,114;854,227;3,900;-9,943;82,872;-4,683;20,887;0,486;-5,427;0,827;-6,120;5,079;-11,290;1,966;-2,159;0,177;36,340;18,307;-7,139;5,170;-3,150;7,521;-2,427;6,884;-29,779;11,096;-0,235;3,659;-9,307;4,474;81,654;-1,353;238,951;2,135;-0,247;190,791;-1,105;0,061;-0,867;-0,743;24,943;0,000;-1,123;2,852;-1,517;-1,728;17,233;8,700;467,217;19,868;6,483;322,111;-2,316;120,327;349,152;-5,581;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,753;0,000;102,486;-3,736;1,321;-1,782;2,202;-0,035;-2,846;2,407;-0,117;45,211;-2,488;0,066;-4,328;0,149;-5,989;-0,109;-2,150;5,770;0,200;53,257;1,539;-0,879;1,841;1,706;-6,616;26,098;17,756;-0,415;-5,543;-1,831;1,349;-0,956;-4,527;-5,583;35,848;-3,724;6,919;1,132;-14,113;0,779;12,839;-0,117;-0,023;-1,722;-0,210;-0,632;-0,082;-0,070;4,547;0,000;-0,463;-0,232;0,826;2,639;5,968;8,205;10,225;-1,045;19,960;-8,611;-1,014;-18,046;-3,517;-0,409;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;665,715;779,006;691,974;1375,853;15,822;0,598;6375,335;508,052;-0,074;6854,737;11,470;301,811;379,036;37,576;764,979;25,565;359,712;-45,949;89,463;-57,193;80,450;6,842;-28,771;12,448;-103,964;93,178;4167,272;-8,533;361,730;360,297;-13,891;-18,169;-91,496;151,349;837,698;270,382;206,650;11,651;186,421;-3,109;280,869;2,728;0,398;48,656;1,522;-9,341;0,507;-2,006;-73,051;0,000;579,660;-77,753;-12,791;405,413;290,399;848,809;295,150;-21,678;2141,025;279,097;98,800;-183,531;5504,876;184,515;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3094,522;2583,538;609,446;430,242;3,633;434,888;340,185;9,497;1554,644;3,217;1253,352;3330,314;30,651;332,377;33,064;15,135;416,605;339,153;2018,082;688,730;57,220;745,306;1390,182;2861,948;3453,430;299,323;701,406;81,904;-25,833;69,134;52,132;661,172;909,703;-90,848;53,864;209,417;81,510;2478,274;-11,262;2211,585;8,425;-0,277;1374,285;5,248;18,461;-3,320;2,858;404,776;0,000;-33,284;33,029;-12,396;4,778;-28,617;-9,649;4091,789;74,878;15,264;4481,144;84,085;507,693;452,403;11,725;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,866;12,390;-3,307;0,448;161,582;26,343;-0,209;94,191;6,438;5,006;172,243;-2,579;74,001;2,860;17,765;1,194;11,194;21,792;-7,125;4,835;25,440;-4,000;63,739;108,479;73,028;178,204;37,190;4,764;22,574;-2,538;-10,809;-33,031;-21,493;3,773;23,930;7,108;857,866;0,859;10,448;-0,209;0,724;111,725;-2,421;-4,717;1,896;0,896;63,628;0,000;-1,480;7,495;-10,644;113,932;107,369;76,082;611,999;73,717;106,489;608,444;2,271;328,586;114,608;38,724;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-42,537;7,412;-0,564;167,858;27,639;0,497;140,352;19,553;-3,854;160,815;-0,844;27,137;11,721;20,909;6,385;-0,251;6,147;5,936;-3,420;12,078;48,714;102,455;62,758;62,119;8,773;108,960;2,025;73,644;11,841;21,042;28,670;-3,730;17,079;2,896;2,465;500,379;-0,195;299,057;1,685;-0,376;122,307;0,181;5,311;-1,316;0,060;0,597;0,000;26,067;-8,874;-3,939;13,296;48,859;94,235;247,643;13,983;116,667;510,777;34,490;115,889;140,630;-3,497;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,929;-0,386;178,129;21,300;0,970;461,907;4,866;-30,846;43,540;-1,635;91,054;17,078;8,321;1,382;1,561;-35,945;19,461;5,039;7,461;-8,339;0,884;34,001;-0,230;51,419;17,462;210,418;-0,458;1,175;8,297;28,071;96,750;3,006;17,284;2,613;43,305;-1,448;22,682;-0,159;-0,258;-6,012;-1,190;2,084;0,228;0,356;-21,768;0,000;0,182;23,735;3,692;4,585;55,718;140,858;78,562;19,443;424,388;270,774;13,297;-6,737;165,981;31,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,947;-2,840;1,534;-0,265;-9,485;-1,717;9,439;68,981;-0,939;-10,425;-1,527;-2,612;5,345;1,550;10,972;-3,367;1,097;-1,595;1,863;11,001;4,192;2,132;2,280;-0,743;0,355;-1,092;-4,753;-8,231;2,516;-1,624;3,918;-4,572;-0,243;32,912;-0,531;9,307;-0,265;-0,053;120,557;-0,478;-1,436;-0,186;-0,159;3,473;0,000;1,917;-13,111;1,385;-2,067;-11,005;-5,165;24,067;-4,696;7,428;152,715;1,271;-7,061;-7,852;-2,464;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,000;-0,218;-0,002;-0,443;-0,055;-0,477;-1,866;-0,014;-1,061;-0,018;-0,168;-0,072;-0,062;0,671;-0,142;-0,014;-0,137;-0,248;0,644;0,565;-0,838;-0,597;0,827;-0,078;-0,111;-0,047;-0,225;-0,260;-0,176;-0,075;-0,105;-0,030;1,638;-0,004;-0,066;-0,002;-0,000;0,276;-0,003;-0,010;-0,001;-0,001;-0,163;0,000;-0,089;-0,244;-0,019;-0,072;-0,433;-0,155;-0,507;1,945;-0,408;1,378;-0,132;0,296;-1,154;-0,039;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16,382;-0,172;1081,555;1,034;255,195;83,148;30,516;94,873;1,556;-4,093;-8,547;81,505;29,580;75,823;-3,485;-15,612;-27,414;-15,028;23,593;41,364;15,256;-4,144;24,154;32,385;-15,069;-32,514;11,744;14,204;-10,589;-7,150;4,198;63,186;-1,799;21,178;-0,172;0,547;60,604;0,563;-1,223;-0,266;-1,266;-41,699;0,000;478,932;-25,432;-4,561;3,920;25,672;18,295;-9,557;6,547;-2,469;56,890;-12,386;-113,613;5332,951;209,332;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,347;28,971;7,625;24,729;-1,847;2,150;61,667;1,627;4,869;-3,261;-1,442;7,878;45,867;-0,078;-4,959;7,350;41,164;-14,566;19,242;-2,240;39,356;1,177;-4,848;1,986;-3,646;6,539;0,522;402,914;563,583;-1,182;-10,982;-0,379;-10,314;-0,726;-0,145;7,912;0,840;-2,854;0,565;-0,435;1,044;0,000;3,401;11,227;-2,122;-1,213;-8,330;-0,496;-8,068;-11,891;5,340;105,808;-5,221;50,145;-10,158;-6,591;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,153;-0,184;0,728;2,604;-0,045;0,525;-0,059;0,497;-0,240;0,815;-0,483;-0,474;0,959;0,589;1,339;0,577;0,258;-0,235;1,609;-0,865;-0,259;0,669;-0,158;-0,749;-0,867;0,471;0,776;-0,350;-0,101;1,829;-0,012;2,336;-0,006;-0,001;0,465;-0,011;-0,033;-0,004;-0,004;-0,543;0,000;-0,297;0,268;-0,063;-0,241;-0,300;-0,517;0,479;-0,558;-0,224;-0,892;0,605;3,243;0,307;-0,129;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,582;-15,719;5117,999;-21,235;-7,695;-2,884;9,891;-66,320;-7,048;74,784;23,697;0,172;-23,496;8,048;-45,115;-85,912;2245,077;-6,652;1394,536;421,739;-4,087;8,799;77,236;1082,808;967,932;7,046;-21,939;12,445;250,507;-9,965;575,331;0,696;-2,443;769,217;-7,517;-9,609;-3,739;0,731;-1,785;0,000;238,127;-47,291;-3,415;84,428;2229,627;77,087;1446,065;50,721;418,314;1815,885;-17,319;-136,286;710,832;57,386;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,649;0,125;-1,368;-11,479;-0,752;-2,884;4,236;1,079;20,318;-1,480;-1,386;-6,322;-0,683;-4,456;8,760;-4,745;-6,211;4,914;0,563;5,791;-1,644;4,801;-6,213;-0,475;2,932;3,153;-0,991;-2,329;0,651;-17,065;0,835;-0,037;-17,623;0,688;1,047;-0,129;-0,110;6,175;0,000;-1,602;-0,284;0,143;2,113;1,931;-2,724;20,834;-0,675;0,661;-25,396;-3,685;-1,425;2,484;1,281;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474,494;74,168;282,311;2,125;1,042;2,717;-14,555;10,729;-3,297;-2,673;5,715;16,483;37,180;56,090;54,563;52,777;22,656;2,745;7,341;1,335;-13,240;-1,775;-1,122;17,059;4,742;0,571;113,588;0,296;273,118;3,047;0,841;1,674;-1,707;-2,806;-1,114;1,364;11,173;0,000;-9,301;3,616;-0,162;-3,544;12,288;-9,146;462,206;28,443;-0,241;531,644;30,568;146,148;259,801;0,526;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,875;368,919;9,859;8,355;-10,253;-5,027;9,592;93,502;1,533;33,036;263,981;61,711;52,161;147,967;91,689;401,182;-3,701;20,529;-1,319;18,610;6,024;-28,375;12,575;-23,051;-10,289;211,647;-2,546;180,054;-0,019;-1,244;600,540;-2,374;9,006;-2,804;0,441;22,429;0,000;-22,724;22,506;2,848;12,636;29,057;2,884;933,142;64,308;75,417;1345,129;-3,374;198,998;140,050;-22,106;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8,611;0,572;-0,976;1,302;2,573;0,626;0,687;-0,342;3,956;-1,800;2,155;2,161;6,219;5,693;-4,246;-0,892;1,428;-1,171;-1,245;-2,078;-0,117;2,267;-1,562;1,278;10,026;-0,091;-1,126;-0,045;-0,009;5,918;-0,082;-0,246;-0,032;-0,027;1,258;0,000;-2,205;-1,699;-0,470;-0,765;-2,685;0,385;-12,421;3,280;1,304;-1,284;3,024;34,918;32,573;-0,956;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,305;71,669;2,339;3,859;183,004;31,766;8,711;-5,721;16,025;53,256;22,394;43,786;16,603;16,691;-17,906;11,173;9,137;5,726;-21,237;1,835;48,526;19,991;5,684;410,273;-3,015;24,407;4,588;0,646;59,043;3,114;-1,503;1,586;-0,768;57,727;0,000;-0,419;4,630;5,575;4,387;15,540;-11,806;804,239;28,607;2,655;1183,312;538,973;-56,615;123,018;-7,317;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,091;0,773;2,121;6,353;0,693;1,577;1,898;2,901;6,513;-3,881;1,332;-3,521;0,393;2,662;3,744;0,523;-0,741;-0,719;-2,484;0,689;-0,256;1,056;-3,450;-0,118;0,955;-0,059;-0,012;3,393;0,901;-0,319;-0,041;-0,035;1,118;0,000;-0,793;1,937;0,401;-1,300;2,174;-2,874;5,449;-0,073;2,868;11,066;3,105;1,381;4,635;-1,242;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,534;-3,754;-4,614;-0,284;-1,033;-8,762;-3,807;-2,639;3,565;-8,861;31,689;-2,391;0,130;0,182;-0,490;-7,321;-6,017;10,941;-6,587;13,819;-0,734;9,028;-1,120;-7,802;-0,560;-0,112;-19,825;1,106;0,147;-0,392;0,721;-16,389;0,000;-6,531;-3,734;-0,485;0,595;5,429;-5,162;91,338;59,171;0,131;2,212;-3,920;5,851;-0,231;1,049;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,278;5,599;-6,830;-1,808;5,587;4,053;2,403;7,889;-8,989;-9,430;1,599;2,437;-5,990;-2,032;10,186;-5,156;-6,863;1,755;-4,223;-0,873;-1,493;0,545;-13,386;0,784;-0,048;-1,526;-0,432;0,754;-0,168;-0,144;-6,243;0,000;0,988;7,887;-0,427;-2,147;-14,590;3,373;-6,375;-7,865;-13,919;-6,816;4,092;11,157;-5,230;0,130;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,089;1,149;0,502;-0,450;3,075;-7,035;22,337;16,878;4,007;-3,620;-0,333;1,352;2,989;3,311;-1,470;-2,517;-4,202;4,057;3,810;4,563;-0,412;14,471;-0,206;-0,041;47,562;0,651;-0,090;-0,144;0,898;-6,457;0,000;1,569;3,515;-1,104;0,236;-5,411;-2,376;59,881;-6,921;-5,215;22,422;-3,088;41,496;82,204;3,938;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,948;-0,710;4,560;-0,071;-46,728;12,256;-14,901;-1,723;-18,245;-5,265;-10,033;6,008;468,508;-11,185;9,011;8,014;4,404;3,303;-20,441;2,532;-31,566;-0,483;-0,329;-17,491;0,530;7,434;0,012;1,342;22,877;0,000;-15,297;-5,325;0,509;-4,280;-4,415;-21,869;-32,977;-18,857;-4,395;-71,925;2,944;25,159;32,648;3,049;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,465;-1,514;-15,458;0,078;-9,588;8,276;1,404;-9,079;6,790;13,762;-1,583;-1,806;6,700;4,262;1,073;45,406;4,848;32,830;0,100;42,242;-0,474;-0,095;56,955;0,195;7,940;-0,332;-0,284;16,366;0,000;-4,689;-4,213;-2,802;-4,782;-10,172;5,058;161,210;7,604;7,505;113,039;-1,319;77,901;75,426;5,932;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,860;-0,795;-7,492;-1,728;7,223;3,086;3,308;-1,948;-0,692;-0,166;-0,241;-2,165;-0,176;1,213;-0,557;0,253;-2,649;-0,092;-9,365;-0,046;-0,009;-2,655;-0,083;-0,249;-0,032;-0,028;1,204;0,000;-0,166;0,391;1,545;-0,789;2,918;-0,724;-8,856;1,103;2,309;-2,097;0,882;-6,138;-3,948;1,066;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,247;10,885;-20,444;4,865;-22,249;-11,350;-4,344;7,117;8,389;1,278;-9,227;5,792;-2,565;-1,310;2,992;5,243;-0,915;-19,194;-0,457;-0,091;-11,916;-0,823;-1,427;0,726;-0,274;3,435;0,000;-4,983;-7,736;-1,580;-3,072;-0,395;-14,500;-50,689;2,427;-3,205;-43,703;7,472;9,409;-11,483;0,964;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
