;Router 1;Router 2;Router 3;Router 4;Router 5;Router 6;Router 7;Router 8;Router 9;Router 10;Router 11;Router 12;Router 13;Router 14;Router 15;Router 16;Router 17;Router 18;Router 19;Router 20;Router 21;Router 22;Router 23;Router 24;Router 25;Router 26;Router 27;Router 28;Router 29;Router 30;Router 31;Router 32;Router 33;Router 34;Router 35;Router 36;Router 37;Router 38;Router 39;Router 40;Router 41;Router 42;Router 43;Router 44;Router 45;Router 46;Router 47;Router 48;Router 49;Router 50;Router 51;Router 52;Router 53;Router 54;Router 55;Router 56;Router 57;Router 58;Router 59;Router 60;Router 61;Router 62;Router 63;Router 64;Router 65;Router 66;Router 67;Router 68;Router 69;Router 70
Router 11;;;;;;;;;;;;-1,125;3420,429;1239,685;11450,759;1516,654;1813,577;463,497;4,752;316,580;738,688;269,145;146,995;462,315;814,912;3896,710;1180,769;116,550;70,940;88,039;87,678;111,908;716,541;525,152;579,354;572,077;1194,905;1026,957;586,046;1655,947;1642,864;839,465;3,122;-11,430;278,795;115,874;2586,736;204,547;446,747;1330,030;125,454;789,713;119,732;165,954;1386,663;5146,381;464,350;2729,647;15,784;960,379;438,386;51,710;175,182;345,031;0,000;0,000;0,000;0,000;0,000;0,000
Router 12;;;;;;;;;;;;;-0,964;1,773;-2,770;-1,004;-0,304;-0,235;-0,001;-0,311;-0,450;-0,125;-0,130;-0,156;-0,363;-0,216;-0,066;-0,028;-0,139;-0,015;-0,052;-0,114;-0,593;-0,276;-0,181;-0,247;-0,737;-0,772;-0,431;-1,510;-0,382;-0,242;-0,071;-0,043;1,937;-0,133;-0,134;-0,020;-0,022;-0,063;-0,013;-0,064;-0,154;-0,038;-0,491;-0,269;-0,101;-0,694;-0,021;-0,246;-0,254;-0,025;-0,009;-0,034;0,000;0,000;0,000;0,000;0,000;0,000
Router 13;;;;;;;;;;;;;;5485,156;12365,220;3887,362;249,922;619,613;3,751;2495,750;1476,833;598,293;1346,503;1000,041;2832,939;1220,618;234,157;33,607;143,792;65,714;59,940;248,392;1773,998;44,601;900,704;641,802;3037,241;24,903;39,090;55,370;2832,930;247,879;4,263;16,160;1734,953;1159,426;108,420;-17,724;179,124;279,999;-0,693;-2,618;444,955;242,584;1114,086;422,977;849,216;404,290;127,436;972,812;614,251;70,797;182,808;22,091;0,000;0,000;0,000;0,000;0,000;0,000
Router 14;;;;;;;;;;;;;;;2581,137;1156,675;525,834;310,312;3,183;3358,830;1973,158;900,169;1676,014;129,727;326,697;416,724;200,506;34,614;828,268;32,944;30,421;882,237;1446,484;3222,188;460,508;5,594;1021,770;-56,506;17,400;64,519;353,433;548,313;30,959;931,590;3983,659;542,555;274,050;-3,001;29,043;105,790;0,378;195,565;358,262;182,985;1114,500;469,541;429,520;2391,675;40,012;327,752;199,791;27,698;10,813;4,169;0,000;0,000;0,000;0,000;0,000;0,000
Router 15;;;;;;;;;;;;;;;;6828,091;1277,405;464,047;12,809;660,030;1772,244;174,078;256,346;1982,858;4765,286;2152,327;549,882;117,805;1392,675;248,799;997,738;269,553;7497,702;1123,754;2794,182;5141,062;13528,516;6786,866;4457,115;15480,120;7884,014;1448,746;456,354;3,563;1772,259;808,264;1326,791;44,773;433,387;778,827;81,931;-14,474;358,275;203,934;5693,618;1536,673;1634,813;3288,242;457,969;5224,956;5316,550;538,177;216,302;230,391;0,000;0,000;0,000;0,000;0,000;0,000
Router 16;;;;;;;;;;;;;;;;;674,069;4021,700;-1,680;131,628;1354,798;404,720;464,044;820,070;1870,881;439,244;181,262;41,205;259,715;55,013;695,830;179,054;1309,301;375,820;753,208;577,682;1398,317;3115,695;873,735;11500,796;4,727;616,251;3,756;21,848;180,159;2309,780;70,590;3,316;243,118;213,398;40,616;130,509;2070,802;587,233;696,276;37,016;602,587;1751,425;132,171;203,972;1378,398;66,096;-3,188;5,420;0,000;0,000;0,000;0,000;0,000;0,000
Router 17;;;;;;;;;;;;;;;;;;959,102;0,887;101,198;64,214;-3,771;61,676;61,269;111,840;94,702;46,668;-0,692;29,292;19,449;11,671;78,446;1389,340;293,169;4,086;740,567;755,954;427,835;20,901;556,144;119,609;3585,796;20,092;3,323;118,944;119,922;69,497;134,616;2,288;31,065;37,977;39,947;51,282;12,555;2205,384;1359,344;25,895;374,575;7,755;25,003;53,748;53,882;3,893;201,464;0,000;0,000;0,000;0,000;0,000;0,000
Router 18;;;;;;;;;;;;;;;;;;;-1,018;-0,938;379,587;1,597;57,696;52,553;25,797;52,144;-5,615;3,568;-0,386;6,469;-1,122;57,262;8,522;40,050;71,645;348,199;394,909;421,817;10,559;1091,772;13,929;704,057;-9,624;19,513;95,491;185,646;142,421;9,609;1,408;9,656;-3,308;-6,719;174,637;829,224;170,765;59,685;45,678;196,107;15,006;-7,204;38,337;3,197;1,522;-10,448;0,000;0,000;0,000;0,000;0,000;0,000
Router 19;;;;;;;;;;;;;;;;;;;;-1,348;3,800;-0,543;-0,564;-0,675;-0,452;-0,934;-0,288;-0,123;1,489;-0,066;-0,225;0,542;-1,373;0,988;0,274;1,095;4,282;-3,346;-1,867;2,478;-0,528;1,112;-0,310;-0,186;1,311;0,468;0,464;-0,086;-0,096;-0,274;-0,058;-0,277;-0,669;-0,166;-2,130;-1,165;-0,438;-0,545;-0,091;0,017;-1,100;0,901;-0,040;-0,148;0,000;0,000;0,000;0,000;0,000;0,000
Router 20;;;;;;;;;;;;;;;;;;;;;5029,917;2357,072;1674,890;76,002;137,974;32,616;6,383;-0,940;24,999;-6,746;-16,614;11,322;336,415;149,727;0,101;-4,791;232,845;1001,679;881,654;1849,772;-60,066;87,093;6,552;18,065;119,594;109,235;5,632;-0,316;10,132;37,121;9,719;7,690;1297,111;-14,952;353,227;256,894;-13,100;171,811;7,875;326,525;133,782;-1,691;0,139;-8,149;0,000;0,000;0,000;0,000;0,000;0,000
Router 21;;;;;;;;;;;;;;;;;;;;;;1450,756;2781,187;230,839;367,125;232,254;13,702;-2,790;31,340;-10,640;-8,968;127,274;325,650;165,725;46,615;85,175;603,903;1263,436;893,422;5033,979;-75,762;41,870;54,086;13,141;93,463;141,591;11,140;9,267;16,924;101,388;46,364;1048,498;1299,743;9,840;272,385;98,596;33,674;501,694;123,059;445,775;249,800;-8,375;-6,040;-8,523;0,000;0,000;0,000;0,000;0,000;0,000
Router 22;;;;;;;;;;;;;;;;;;;;;;;-2,248;-9,266;-12,128;36,927;18,230;7,704;1,528;-3,411;-0,743;-0,488;48,258;33,869;23,545;-8,604;153,525;-6,928;-0,723;275,416;-26,503;8,797;20,173;1,004;4,638;58,295;-8,959;-4,387;2,995;1,922;-1,691;-4,973;1620,126;-8,445;38,178;249,447;3,752;26,588;3,876;-3,054;29,599;5,725;0,992;-5,858;0,000;0,000;0,000;0,000;0,000;0,000
Router 23;;;;;;;;;;;;;;;;;;;;;;;;-8,000;-2,297;18,465;1,066;-4,839;15,337;-1,838;-1,454;9,692;34,375;103,056;-26,860;86,799;238,863;28,399;15,614;806,566;-34,866;8,445;-3,593;1,658;85,772;106,095;-2,640;11,735;4,350;5,096;10,427;228,995;4,159;1,863;9,354;49,013;-20,180;17,105;10,518;-5,789;-9,556;-2,476;-2,461;5,631;0,000;0,000;0,000;0,000;0,000;0,000
Router 24;;;;;;;;;;;;;;;;;;;;;;;;;3314,416;-20,971;-1,107;0,660;-13,827;-2,457;-5,390;-15,021;154,142;28,281;3,017;101,479;206,400;1381,287;95,172;1240,571;1947,420;7,330;0,853;-9,195;89,800;69,005;40,442;-6,519;4,690;5,665;-4,545;8,253;-16,712;4,648;72,256;-12,284;5,120;20,292;7,904;11,768;-17,292;13,222;-0,963;0,643;0,000;0,000;0,000;0,000;0,000;0,000
Router 25;;;;;;;;;;;;;;;;;;;;;;;;;;-4,978;0,805;6,223;-0,305;-12,095;-15,374;-30,216;260,136;107,346;5,431;256,651;384,396;2765,344;236,269;2476,220;4773,070;8,761;8,455;-8,937;171,023;115,533;70,821;-8,253;11,740;-0,074;-4,850;-9,572;-1,304;-3,356;120,058;17,505;24,925;51,777;16,552;-7,968;-14,566;32,680;-1,911;-3,029;0,000;0,000;0,000;0,000;0,000;0,000
Router 26;;;;;;;;;;;;;;;;;;;;;;;;;;;1435,610;111,047;699,435;14,884;10,041;17,383;87,254;46,647;-11,869;105,467;178,757;109,124;53,323;500,333;62,573;-11,872;-17,780;8,707;200,137;103,598;117,709;-5,125;4,282;-0,737;37,202;214,767;35,090;-13,268;48,347;387,644;-2,305;49,727;-9,312;33,076;-5,413;6,425;-2,656;1,671;0,000;0,000;0,000;0,000;0,000;0,000
Router 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,769;258,269;13,177;12,289;24,216;80,262;19,342;-1,053;6,648;30,593;45,419;31,201;229,517;4,118;12,010;-0,045;15,506;37,198;90,396;47,273;-4,420;0,662;-5,549;30,502;12,968;16,693;-3,990;25,117;367,888;-7,671;61,853;-5,046;27,096;3,563;-1,708;-1,389;-2,058;0,000;0,000;0,000;0,000;0,000;0,000
Router 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;514,181;-2,142;-2,557;-3,808;25,769;5,608;4,148;8,908;-1,823;39,230;38,838;64,895;5,015;-6,588;-0,345;-4,807;14,664;7,232;211,274;0,983;-2,535;-1,770;1,292;-0,856;-4,389;-3,829;17,962;2,591;0,973;81,056;4,782;9,140;6,504;-0,058;-1,913;2,106;0,000;0,000;0,000;0,000;0,000;0,000
Router 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,843;-8,061;38,057;72,008;17,914;31,076;151,165;255,076;125,109;96,246;356,916;61,469;7,282;3,495;9,460;287,752;220,901;226,496;228,127;30,319;25,535;-3,029;26,039;19,357;-6,996;29,517;398,633;26,137;264,907;7,061;336,122;215,177;8,549;-0,974;-0,826;0,000;0,000;0,000;0,000;0,000;0,000
Router 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331,839;-0,169;28,117;-2,080;-3,064;34,613;39,724;23,060;14,295;59,189;8,616;3,543;1,335;0,335;0,512;12,546;1,940;-2,192;-2,444;48,387;-0,469;0,109;0,853;6,960;7,495;4,147;-1,853;5,942;-1,324;14,073;-4,169;-0,727;-0,015;-1,756;0,000;0,000;0,000;0,000;0,000;0,000
Router 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,174;99,572;1,055;1,471;37,567;39,233;10,968;-0,151;723,017;10,228;8,348;7,323;-2,839;-4,126;12,368;-2,885;-4,409;-7,317;45,648;1,085;0,785;7,921;8,209;70,893;9,143;-4,581;15,394;-1,826;17,080;-11,110;-5,295;-2,472;-4,699;0,000;0,000;0,000;0,000;0,000;0,000
Router 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,998;1564,999;0,761;32,432;1118,290;-7,666;11,444;166,599;-45,715;51,628;-12,791;875,506;-4,427;18,230;20,652;5,473;4,640;3,484;-4,855;-8,646;8,952;-0,291;58,022;-1,100;4,886;14,710;4,399;-4,811;33,920;-0,804;0,640;-4,322;0,000;0,000;0,000;0,000;0,000;0,000
Router 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1828,022;526,426;1247,133;2219,339;2211,767;1094,292;2326,722;1447,335;2624,301;1543,023;-45,803;571,526;177,298;181,766;-17,863;2,530;-22,432;-3,453;-1,615;163,238;-18,218;7801,079;-18,788;15,568;621,155;3,091;210,991;289,050;30,416;-6,222;-11,898;0,000;0,000;0,000;0,000;0,000;0,000
Router 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,550;30,695;704,987;151,610;169,008;78,922;220,041;920,260;630,312;874,780;569,950;15,546;7,829;-3,467;4,089;-3,371;-4,870;8,883;80,114;-0,489;879,364;15,383;7,985;566,578;59,892;126,195;146,831;-4,778;1,162;-11,260;0,000;0,000;0,000;0,000;0,000;0,000
Router 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149,957;178,365;143,989;122,089;1223,933;27,263;470,177;459,865;-10,484;103,156;149,803;435,287;8,045;-2,411;-2,329;3,689;-6,320;23,620;5,384;43,147;52,859;2170,551;447,387;3,141;31,100;70,638;3,552;-3,682;43,872;0,000;0,000;0,000;0,000;0,000;0,000
Router 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5183,708;313,426;381,574;1472,870;253,214;718,368;-8,839;28,157;-5,673;-9,602;101,576;-6,129;-8,016;168,982;21,680;14,580;153,657;196,273;491,219;28,583;138,170;930,875;1,357;148,211;326,885;-6,455;5,117;-5,610;0,000;0,000;0,000;0,000;0,000;0,000
Router 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1667,390;1677,109;4684,584;484,397;949,310;254,978;14,689;910,897;453,311;193,024;28,102;4,715;200,952;21,045;34,182;185,587;211,002;1185,462;177,152;141,559;1915,047;6,144;612,832;691,988;-2,602;7,960;27,075;0,000;0,000;0,000;0,000;0,000;0,000
Router 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8793,413;11132,072;2994,517;515,000;132,281;-4,247;-4,134;395,069;237,948;20,490;7,805;29,607;-9,293;-8,206;511,989;10,622;2154,542;228,631;38,986;1368,780;3,116;731,268;776,087;30,269;-6,484;25,359;0,000;0,000;0,000;0,000;0,000;0,000
Router 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7372,609;622,730;150,596;130,435;-2,491;-11,312;286,958;111,211;12,814;8,041;1,297;-11,963;-17,983;464,216;16,831;969,264;204,601;15,271;461,215;8,771;387,442;385,842;30,487;0,874;23,514;0,000;0,000;0,000;0,000;0,000;0,000
Router 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,181;705,079;171,358;18,820;-23,738;831,467;133,338;8,150;250,863;214,637;42,141;151,884;741,413;53,498;2138,996;131,389;517,374;7216,621;238,762;997,835;2296,282;102,830;-7,973;12,078;0,000;0,000;0,000;0,000;0,000;0,000
Router 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,621;14,670;-9,724;169,119;-3,752;242,680;7,413;3,404;59,996;-7,659;-12,911;-20,393;-4,672;1292,397;241,889;20,735;3,748;10,637;290,285;375,963;20,706;2,592;-4,990;0,000;0,000;0,000;0,000;0,000;0,000
Router 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1525,729;3,144;135,544;96,041;59,344;124,921;4,655;6,489;7,953;-4,434;34,527;1,550;45,953;543,335;26,176;30,080;7,449;3,773;12,737;57,502;5,396;33,706;0,000;0,000;0,000;0,000;0,000;0,000
Router 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,660;6,596;-6,108;0,854;5,170;-3,221;1,585;-0,769;6,521;14,421;-3,291;-12,706;11,849;1,396;-10,800;3,470;-15,998;-3,307;1,529;1,358;-2,250;0,000;0,000;0,000;0,000;0,000;0,000
Router 44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15,687;-5,564;-11,178;1,986;3,324;3,007;-3,151;-4,419;3,998;-2,702;-35,666;-10,001;-9,578;3,974;4,647;-9,901;3,117;-3,675;1,183;6,754;0,000;0,000;0,000;0,000;0,000;0,000
Router 45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,852;67,408;-6,740;-1,274;9,989;-6,514;104,644;113,786;70,351;554,136;41,949;74,749;502,807;4,332;310,172;128,342;34,569;4,419;1,587;0,000;0,000;0,000;0,000;0,000;0,000
Router 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,198;-0,215;27,048;-3,641;0,728;12,879;111,854;84,590;175,438;9,514;143,847;461,851;24,822;138,239;148,250;-2,980;-3,697;-3,503;0,000;0,000;0,000;0,000;0,000;0,000
Router 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,411;-1,512;14,028;1,680;19,883;41,646;146,650;69,973;66,707;406,612;352,130;1,537;20,219;121,570;35,800;-0,622;12,093;0,000;0,000;0,000;0,000;0,000;0,000
Router 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,897;-6,020;1,114;6,234;2,131;-2,440;-1,625;-0,296;6,268;162,652;-1,005;2,750;8,221;-1,544;-1,329;-1,864;0,000;0,000;0,000;0,000;0,000;0,000
Router 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,135;-0,117;16,504;9,126;-3,071;-2,678;2,965;-3,720;-2,260;-3,381;0,889;-9,061;-1,954;-0,471;-0,390;0,000;0,000;0,000;0,000;0,000;0,000
Router 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2,038;102,968;-1,276;-3,114;-4,102;29,769;-4,304;78,858;-1,475;-14,827;4,919;5,037;-0,153;1,822;0,000;0,000;0,000;0,000;0,000;0,000
Router 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132,155;-3,366;-1,675;20,079;0,173;4,727;73,559;2,000;36,989;4,766;0,627;0,111;-1,286;0,000;0,000;0,000;0,000;0,000;0,000
Router 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,463;-7,408;-21,565;68,707;-0,494;94,879;-2,590;-6,993;-8,302;-0,212;-3,264;2,715;0,000;0,000;0,000;0,000;0,000;0,000
Router 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9,914;156,098;17,664;10,386;83,527;10,210;6,040;76,219;9,203;1,231;2,018;0,000;0,000;0,000;0,000;0,000;0,000
Router 54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18,847;-8,546;11,678;3,941;1,279;-9,178;-6,906;0,241;-0,536;-2,334;0,000;0,000;0,000;0,000;0,000;0,000
Router 55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;826,088;7,786;700,639;-10,934;199,494;290,044;35,511;-7,347;156,502;0,000;0,000;0,000;0,000;0,000;0,000
Router 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,934;1278,868;28,991;312,975;226,083;-14,538;-6,039;3,665;0,000;0,000;0,000;0,000;0,000;0,000
Router 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,573;1,158;14,965;39,711;1,535;-3,679;-2,135;0,000;0,000;0,000;0,000;0,000;0,000
Router 58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,594;3,688;87,031;24,707;11,399;123,580;0,000;0,000;0,000;0,000;0,000;0,000
Router 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,095;-5,084;0,252;-0,406;1,888;0,000;0,000;0,000;0,000;0,000;0,000
Router 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-21,182;47,189;0,851;69,046;0,000;0,000;0,000;0,000;0,000;0,000
Router 61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75,443;9,049;76,110;0,000;0,000;0,000;0,000;0,000;0,000
Router 62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,365;-1,079;0,000;0,000;0,000;0,000;0,000;0,000
Router 63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,762;0,000;0,000;0,000;0,000;0,000;0,000
Router 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000;0,000
Router 65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000;0,000
Router 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000;0,000
Router 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000;0,000
Router 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000;0,000
Router 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,000
Router 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
